==========================================
==========       config      =============
==========================================
method:DANNE
pl:spa
gpu_id:7
s:0
t:1
output:san
seed:0
batch_size:128
worker:4
bottleneck_dim:64
max_epoch:30
momentum:0.3
K:5
smooth:0.1
tar_par:0.2
validate:False
net:mlp
dset:bailA
lr:0.01
ifcorrect:True
ifsvd:True
svd_par:1.0
laplac:laplac1
ap:gauss
weight_decay:1e-05
hidden:64
dropout:0.5
source_csv:./dataset/bailA/bailA_2.csv
target_csv:./dataset/bailA/bailA_1.csv
log_interval:10
eval_epoch:3.0
class_num:2
data_root:
s_dset_path:./dataset/bailA
t_dset_path:./dataset/bailA
test_dset_path:./dataset/bailA
output_dir:san/spa_0.2/bailA/BB
name:BB
log:DANNE
out_file:<_io.TextIOWrapper name='san/spa_0.2/bailA/BB/DANNE.txt' mode='w' encoding='UTF-8'>

==========================================

Iter 1440/2640: total=1.14592, trans=0.66429, cls=0.44177, pl=0.02412, svd=0.01574, target_acc=85.13%, entropy=0.4600
Iter 1450/2640: total=1.26259, trans=0.65862, cls=0.57302, pl=0.01836, svd=0.01260, target_acc=85.05%, entropy=0.4642
Iter 1460/2640: total=1.15517, trans=0.67239, cls=0.44557, pl=0.01972, svd=0.01749, target_acc=85.22%, entropy=0.4593
Iter 1470/2640: total=1.21998, trans=0.67894, cls=0.50116, pl=0.02382, svd=0.01606, target_acc=85.22%, entropy=0.4599
Iter 1480/2640: total=1.24467, trans=0.67168, cls=0.54355, pl=0.01992, svd=0.00952, target_acc=85.25%, entropy=0.4559
Iter 1490/2640: total=1.25387, trans=0.67449, cls=0.54587, pl=0.02127, svd=0.01223, target_acc=85.32%, entropy=0.4560
Iter 1500/2640: total=1.18867, trans=0.65689, cls=0.49988, pl=0.02120, svd=0.01070, target_acc=85.42%, entropy=0.4537
Iter 1510/2640: total=1.22153, trans=0.67110, cls=0.52234, pl=0.02143, svd=0.00665, target_acc=85.33%, entropy=0.4549
Iter 1520/2640: total=1.24126, trans=0.66342, cls=0.53320, pl=0.02466, svd=0.01998, target_acc=85.38%, entropy=0.4535
Iter 1530/2640: total=1.22107, trans=0.66641, cls=0.51989, pl=0.02218, svd=0.01260, target_acc=85.50%, entropy=0.4483
Iter 1540/2640: total=1.13327, trans=0.67548, cls=0.41547, pl=0.02177, svd=0.02055, target_acc=85.51%, entropy=0.4493
Iter 1550/2640: total=1.21400, trans=0.65817, cls=0.51851, pl=0.02508, svd=0.01224, target_acc=85.55%, entropy=0.4525
Iter 1560/2640: total=1.16104, trans=0.67456, cls=0.45653, pl=0.02316, svd=0.00679, target_acc=85.17%, entropy=0.4560
Iter 1570/2640: total=1.12815, trans=0.66643, cls=0.43189, pl=0.02141, svd=0.00842, target_acc=85.26%, entropy=0.4545
Iter 1580/2640: total=1.19238, trans=0.65060, cls=0.51110, pl=0.02482, svd=0.00586, target_acc=85.64%, entropy=0.4480
Iter 1590/2640: total=1.19512, trans=0.66804, cls=0.48866, pl=0.02225, svd=0.01617, target_acc=85.69%, entropy=0.4455
Iter 1600/2640: total=1.14790, trans=0.66580, cls=0.44500, pl=0.02375, svd=0.01336, target_acc=85.79%, entropy=0.4425
Iter 1610/2640: total=1.27208, trans=0.66372, cls=0.56959, pl=0.01941, svd=0.01936, target_acc=85.75%, entropy=0.4419
Iter 1620/2640: total=1.23412, trans=0.66883, cls=0.52806, pl=0.02292, svd=0.01431, target_acc=85.85%, entropy=0.4408
Iter 1630/2640: total=1.32410, trans=0.67103, cls=0.61462, pl=0.02247, svd=0.01598, target_acc=85.90%, entropy=0.4405
Iter 1640/2640: total=1.19705, trans=0.66673, cls=0.48494, pl=0.02193, svd=0.02344, target_acc=85.92%, entropy=0.4418
Iter 1650/2640: total=1.16006, trans=0.67109, cls=0.44887, pl=0.02943, svd=0.01067, target_acc=85.92%, entropy=0.4417
Iter 1660/2640: total=1.29737, trans=0.66759, cls=0.57978, pl=0.02005, svd=0.02996, target_acc=85.72%, entropy=0.4450
Iter 1670/2640: total=1.18907, trans=0.65660, cls=0.49591, pl=0.02364, svd=0.01292, target_acc=85.75%, entropy=0.4451
Iter 1680/2640: total=1.12506, trans=0.66834, cls=0.42630, pl=0.02091, svd=0.00950, target_acc=85.77%, entropy=0.4428
Iter 1690/2640: total=1.14168, trans=0.66443, cls=0.44743, pl=0.02361, svd=0.00621, target_acc=85.98%, entropy=0.4354
Iter 1700/2640: total=1.21368, trans=0.66918, cls=0.51251, pl=0.02297, svd=0.00902, target_acc=85.93%, entropy=0.4380
Iter 1710/2640: total=1.28829, trans=0.66746, cls=0.57992, pl=0.02380, svd=0.01711, target_acc=85.82%, entropy=0.4436
Iter 1720/2640: total=1.22531, trans=0.66860, cls=0.51708, pl=0.02587, svd=0.01376, target_acc=85.88%, entropy=0.4430
Iter 1730/2640: total=1.25092, trans=0.67217, cls=0.53349, pl=0.02733, svd=0.01793, target_acc=85.88%, entropy=0.4399
Iter 1740/2640: total=1.21809, trans=0.67585, cls=0.50974, pl=0.02133, svd=0.01117, target_acc=86.15%, entropy=0.4356
Iter 1750/2640: total=1.18214, trans=0.65002, cls=0.49284, pl=0.02906, svd=0.01023, target_acc=86.11%, entropy=0.4364
